,pmid,journal,journal_abbrv,pub_year,institution
498,32066685,Translational psychiatry,Transl Psychiatry,2020,"MIND Institute and Department of Psychiatry and Behavioral Sciences, University of California Davis School of Medicine, Sacramento, CA, USA."
499,32065983,Psychiatry research,Psychiatry Res,2020,"Department of Biological Sciences, Simon Fraser University, Burnaby, British Columbia, Canada. Electronic address: isalmine@sfu.ca."
500,32042494,Neurology. Clinical practice,Neurol Clin Pract,2019,"Department of Neurology, New York University, Comprehensive Epilepsy Center, New York, NY."
501,32022663,Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine,J Clin Sleep Med,2020,"Pediatric Neurology, Department of Pediatrics, Vanderbilt University Medical Center, Nashville, Tennessee."
502,32021933,Heliyon,Heliyon,2020,"Institute of Human Genetics, University Hospital Essen, University Duisburg-Essen, Hufelandstr 55, 45147 Essen, Germany."
503,32012897,Cells,Cells,2020,"Life and Health Sciences Research Institute (ICVS), School of Medicine, University of Minho, 4710-057 Braga, Portugal."
504,31994269,Protein science : a publication of the Protein Society,Protein Sci,2020,"Rudolf Virchow Center for Experimental Biomedicine, University of Würzburg, Würzburg, Germany."
505,31988313,Scientific reports,Sci Rep,2020,"Institute of Human Genetics, Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU), 91054, Erlangen, Germany."
506,31971989,PLoS pathogens,PLoS Pathog,2020,"Department of Pathology, University of Virginia, Charlottesville, Virginia, United States of America."
507,31961493,Autism research : official journal of the International Society for Autism Research,Autism Res,2020,"Department of Molecular Pharmacology and Physiology, University of South Florida, Tampa, Florida."
508,31955925,Brain & development,Brain Dev,2020,"Division of Medical Genetics, Kanagawa Children's Medical Center, Yokohama, Japan. Electronic address: hmurakami@kcmc.jp."
509,31918761,Trials,Trials,2020,"Disruptive Nutrition, LLC, 300 West Morgan Street, Suite 1510, Durham, NC, 27701, USA."
510,31914913,Current gene therapy,Curr Gene Ther,2020,"Faculty of Medicine, University of Crete, Heraklion, Greece."
511,31869773,Research in developmental disabilities,Res Dev Disabil,2020,"School of Psychology, National University of Ireland, Galway, Ireland."
512,31867793,Journal of neuroscience research,J Neurosci Res,2020,"Division of Life Science, Hong Kong University of Science and Technology, Hong Kong, China."
513,31860958,Medicine,Medicine (Baltimore),2019,Department of Ophthalmology.
514,31857479,"Science (New York, N.Y.)",Science,2019,"National Neuroscience Institute, 11 Jalan Tan Tock Seng, Singapore 308433, Singapore. sunxya@gis.a-star.edu.sg shawn.je@duke-nus.edu.sg."
515,31854050,Journal of intellectual disability research : JIDR,J Intellect Disabil Res,2020,"Department of Psychiatry, Boston Children's Hospital; Harvard Medical School, Boston, MA, USA."
516,31849727,Frontiers in psychiatry,Front Psychiatry,2019,"Cerebra Centre for Neurodevelopmental Disorders, School of Psychology, University of Birmingham, Birmingham, United Kingdom."
517,31849603,Frontiers in molecular neuroscience,Front Mol Neurosci,2019,"Cellular and Molecular Neuroscience Laboratory, National Brain Research Centre, Gurgaon, India."
518,31838315,Research in developmental disabilities,Res Dev Disabil,2020,"Cerebra Centre for Neurodevelopmental Disorders, University of Birmingham, UK. Electronic address: g.e.agar@bham.ac.uk."
519,31828905,Journal of intellectual disability research : JIDR,J Intellect Disabil Res,2020,"Cerebra Centre for Neurodevelopmental disorders, School of Psychology, University of Birmingham, Birmingham, UK."
520,31807945,Current psychiatry reports,Curr Psychiatry Rep,2019,"Department of Biology, University of Pennsylvania, Philadelphia, PA, 19104, USA."
521,31798818,Molecular autism,Mol Autism,2019,"Istituto Nanoscienze- Consiglio Nazionale delle Ricerche (CNR) & Scuola Normale Superiore, NEST, Piazza San Silvestro 12, 56127 Pisa, Italy."
522,31786575,Lifestyle genomics,Lifestyle Genom,2020,"Department of Clinical and Preventive Nutrition Sciences, Doctor of Clinical Nutrition Program, School of Health Professions, Rutgers University, Newark, New Jersey, USA, kpf32@shp.rutgers.edu."
523,31783587,Viruses,Viruses,2019,"Departments of Microbiology and Molecular Genetics, Michigan State University, East Lansing, MI 48824, USA."
524,31763180,Toxicology reports,Toxicol Rep,2019,"Department of Pharmacology, ISF College of Pharmacy, Moga, Punjab, India."
525,31749156,Developmental medicine and child neurology,Dev Med Child Neurol,2020,"School of Arts and Sciences, Tufts University, Medford, MA, USA."
526,31730795,Neuroscience,Neuroscience,2020,"MIND Institute, Department of Psychiatry and Behavioral Sciences, University of California Davis School of Medicine, Sacramento, CA 95817, USA."
527,31729827,American journal of medical genetics. Part A,Am J Med Genet A,2020,"Department of Pediatrics, Erasmus MC, Rotterdam, The Netherlands."
528,31704627,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Clin Neurophysiol,2019,"Department of Medical and Surgical Sciences, Magna Graecia University, Catanzaro, Italy; Regional Epilepsy Centre, Great Metropolitan Hospital ""Bianchi-Melacrino-Morelli"", Reggio Calabria, Italy."
529,31684986,Orphanet journal of rare diseases,Orphanet J Rare Dis,2019,"RWEC LLC, 73 Walsingham, Mendham, NJ, 07945, USA. Nasreen.khan@rwecon.com."
530,31681945,Acta biochimica et biophysica Sinica,Acta Biochim Biophys Sin (Shanghai),2020,"Shanghai University of Medicine & Health Sciences Affiliated Zhoupu Hospital, Cardiovascular Department, Shanghai 201318, China."
531,31640736,Orphanet journal of rare diseases,Orphanet J Rare Dis,2019,"Division of Genetics and Genomic Medicine, Department of Pediatrics, University of California at Irvine, 101 The City Drive South, Orange, CA, 92868, USA."
532,31638013,Indian pediatrics,Indian Pediatr,2019,"Department of Endocrinology, Children's Hospital Zhejiang University School of Medicine, Zhejiang, China."
533,31625566,Human molecular genetics,Hum Mol Genet,2019,"Medical Immunology and Microbiology, University of California (UC) Davis School of Medicine, Davis, CA 95616, USA."
534,31586495,Journal of neurodevelopmental disorders,J Neurodev Disord,2019,"Cerebra Centre for Neurodevelopmental Disorders, School of Psychology, University of Birmingham, Birmingham, UK. a.watkins@ucl.ac.uk."
535,31503547,The Journal of clinical investigation,J Clin Invest,2019,Department of Cell Biology and Physiology.
536,31501527,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Neuropsychopharmacology,2020,"Lurie Center for Autism, Massachusetts General Hospital, Department of Psychiatry, Harvard Medical School, Boston, MA, USA. cmcdougle@partners.org."
537,31498953,American journal of medical genetics. Part A,Am J Med Genet A,2019,"Centre for Rare Diseases, Aarhus University Hospital, Aarhus, Denmark."
538,31490639,Autism research : official journal of the International Society for Autism Research,Autism Res,2020,"UNC Neuroscience Center, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina."
539,31460569,CoDAS,Codas,2019,"Programa de Pós-graduação em Fonoaudiologia, Faculdade de Odontologia de Bauru - FOB - Bauru (SP), Brasil."
540,31445164,Neurobiology of disease,Neurobiol Dis,2019,"Shanghai Key Laboratory of Regulatory Biology, Key Laboratory of Brain Functional Genomics of Ministry of Education, School of Life Sciences, East China Normal University, Shanghai 200241, China."
541,31427075,Sleep medicine,Sleep Med,2019,"Universidade Federal do Piauí (UFPI), Parnaíba, PI, Brazil."
542,31401139,Progress in neurobiology,Prog Neurobiol,2019,"Sagol Department of Neurobiology, The Integrated Brain and Behavior Research Center, University of Haifa, Haifa, Israel."
543,31400086,Molecular genetics & genomic medicine,Mol Genet Genomic Med,2019,"Divisions of Child Neurology and Epilepsy, Department of Pediatrics, Vanderbilt Brain Institute, Vanderbilt University Medical Center, Nashville, Tennessee."
544,31380463,Molecular therapy. Methods & clinical development,Mol Ther Methods Clin Dev,2019,"Department of Microbiology, College of Medicine, University of Ulsan, Seoul 05505, Korea."
545,31359964,Annals of Indian Academy of Neurology,Ann Indian Acad Neurol,2019,"Department of Pediatrics, Mahatma Gandhi Medical College and Research Institute, Sri Balaji Vidyapeeth University, Puducherry, India."
546,31312421,Molecular autism,Mol Autism,2019,"Roche Pharma Research and Early Development, Neuroscience, Ophthalmology and Rare Diseases, Roche Innovation Center Basel, Basel, Switzerland."
547,31289731,Current opinion in behavioral sciences,Curr Opin Behav Sci,2019,"Department of Biological Sciences, Vanderbilt University, USA."
548,31286297,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Neurol Sci,2019,"Department of Health Sciences, University of Eastern Piedmont (UPO), Novara, Italy. lucia.corrado@med.uniupo.it."
549,31282596,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",Am J Med Genet B Neuropsychiatr Genet,2019,"Department of Pediatrics and Communicable Diseases, Division of Pediatric Genetics, Metabolism and Genomic Medicine, University of Michigan, Ann Arbor, Michigan."
550,31273778,Epilepsia,Epilepsia,2019,"Department of Neurology, University of Utah, Salt Lake City, Utah."
551,31235931,Nature neuroscience,Nat Neurosci,2019,"Department of Medical Biochemistry, Amsterdam UMC, University of Amsterdam, Amsterdam, The Netherlands."
552,31202261,Journal of neurodevelopmental disorders,J Neurodev Disord,2019,"Department of Biochemistry and Molecular Medicine, Institute for Pediatric Regenerative Medicine of Shriners Hospitals for Children, University of California at Davis School of Medicine, 2425 Stockton Blvd, Sacramento, CA, 95817, USA. samkumar@ucdavis.edu."
553,31198525,Molecular autism,Mol Autism,2019,"1Semel Institute, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA 90095 USA."
554,31186545,European journal of human genetics : EJHG,Eur J Hum Genet,2019,"Department of Clinical Genetics, United Laboratories, Tartu University Hospital, Tartu, Estonia."
555,31182707,Translational psychiatry,Transl Psychiatry,2019,"Department of Anatomy & Neurobiology, School of Medicine, University of California Irvine, Irvine, CA, 92697, USA."
556,31173236,Molecular medicine reports,Mol Med Rep,2019,"Department of Pediatrics, Children's Hospital Affiliated to Zhengzhou University, Zhengzhou, Henan 450053, P.R. China."
557,31160454,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,2019,"Institute of Neuroscience, State Key Laboratory of Neuroscience, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, 200031 Shanghai, China."
558,31143434,Molecular autism,Mol Autism,2019,"1Department of Neuroscience and the ENCORE Expertise Center for Neurodevelopmental Disorders, Erasmus MC University Medical Center, 3015 CN Rotterdam, The Netherlands."
559,31141786,Redox biology,Redox Biol,2019,"Department of Applied Life Sciences and Integrated Bioscience, Graduate School, Konkuk University, Chungju, South Korea."
560,31134691,Journal of intellectual disability research : JIDR,J Intellect Disabil Res,2019,"Center for Newborn Screening, Ethics and Disability Studies, RTI International, Durham, NC, USA."
561,31130875,Frontiers in physiology,Front Physiol,2019,"Department of Biochemistry and Molecular Biology, Faculty of Science and Technology, University of the Basque Country (UPV/EHU), Leioa, Spain."
562,31116614,Developmental neurorehabilitation,Dev Neurorehabil,2019,"Hospital for Sick Children , Toronto , Ontario , Canada."
563,31115529,Molecular medicine reports,Mol Med Rep,2019,"Department of Obstetrics, The First Affiliated Hospital of Chongqing Medical University, Chongqing 400016, P.R. China."
564,31114479,Frontiers in molecular neuroscience,Front Mol Neurosci,2019,"Department of Biology, Boston University, Boston, MA, United States."
565,31090212,Molecular genetics & genomic medicine,Mol Genet Genomic Med,2019,"Ovid Therapeutics Inc., New York, New York."
566,31088393,BMC medical genetics,BMC Med Genet,2019,"Department of Pediatrics, Peking University First Hospital, Beijing, China."
567,31087000,Carcinogenesis,Carcinogenesis,2019,"Tumour Suppression Laboratory, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia."
568,31074506,Developmental medicine and child neurology,Dev Med Child Neurol,2019,"Cerebra Centre for Neurodevelopmental Disorders, School of Psychology, University of Birmingham, Birmingham, UK."
569,31060776,Biochemical and biophysical research communications,Biochem Biophys Res Commun,2019,"Department of Pediatrics, University of Ulsan College of Medicine, Asan Medical Center Children's Hospital, Seoul, 05505, South Korea."
570,31055801,Zhonghua yi xue yi chuan xue za zhi = Zhonghua yixue yichuanxue zazhi = Chinese journal of medical genetics,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,2019,"Shenyang Women and Children's Hospital, Liaoning 110001, China. Email: panghong_yc@126.com."
